query	reference	seqid	len	mismatch	gap	query_start	query_end	target_start	target_end	eval	bitscore
IS91	lane122s000531_bin.1.o_k141_180-flag_0-multi_176.9869-len_322756_310	25.2	318	214	9	35	333	1	313	6.65E-19	90.5
IS91	lane122s000603_bin.3.o_k141_216643-flag_1-multi_1.0000-len_1773_2	24.1	291	205	7	35	312	1	288	1.35E-17	85.5
IS91	lane122s000540_bin.1.p_NODE_226_length_1067_cov_3.315152_1	26.8	313	190	13	35	322	29	327	1.05E-16	83.6
IS91	lane122s000607_bin.1.p_NODE_912_length_2817_cov_1.208394_3	26.6	237	160	6	94	318	48	282	1.50E-15	80.5
IS91	lane122s000607_bin.1.p_NODE_1133_length_2456_cov_2.748214_3	26.9	216	136	7	162	367	2	205	2.93E-15	77.8
IS91	lane122s000523_bin.1.p_NODE_106_length_1760_cov_359.595365_1	26.7	240	158	7	38	264	36	270	1.17E-14	76.6
IS91	lane122s000607_bin.1.p_NODE_2399_length_1254_cov_1.934579_1	23.9	238	156	8	142	367	49	273	1.36E-14	77
IS91	lane122s000605_bin.3.p_NODE_79_length_7007_cov_1.538528_2	31.5	143	88	3	233	367	15	155	2.53E-14	73.9
IS91	lane122s000605_bin.3.p_NODE_1096_length_2166_cov_1.639062_1	28.8	198	127	6	68	253	66	261	3.81E-14	75.1
IS91	lane821s003044_shovill_contig00130_1	30.1	143	93	4	38	175	36	176	3.91E-14	73.2
IS91	lane122s000605_bin.3.p_NODE_105_length_6388_cov_5.951038_1	30.3	142	91	3	233	367	29	169	2.11E-13	71.6
IS91	lane122s000607_bin.1.p_NODE_1324_length_2231_cov_2.923863_1	31.9	141	90	3	38	174	38	176	5.50E-12	68.6
IS91	lane122s000523_bin.1.p_NODE_50_length_35252_cov_132.064733_23	26.8	179	112	4	6	175	8	176	9.15E-12	67
IS91	lane821s003044_shovill_contig00052_12	26.8	179	112	4	6	175	8	176	9.15E-12	67
IS91	lane122s000605_bin.3.p_NODE_79_length_7007_cov_1.538528_3	27	196	121	10	1	180	1	190	1.08E-11	67
IS91	lane821s003044_shovill_contig00087_11	26.4	193	120	7	146	322	1	187	9.61E-09	58.9
IS91	lane122s000607_bin.1.p_NODE_2757_length_779_cov_1.253561_3	29.7	118	75	3	257	367	2	118	1.04E-08	57.4
IS91	lane122s000607_bin.1.p_NODE_101_length_6926_cov_2.601694_1	28.9	121	80	4	5	124	13	128	9.08E-07	50.8
IS91	lane122s000605_bin.2.o_k141_347081-flag_1-multi_7.0000-len_3617_2	24.7	150	96	5	228	371	65	203	1.12E-06	52.4
IS91	lane122s000606_bin.1.o_k141_15593-flag_1-multi_1.8751-len_1815_1	37.1	62	39	0	66	127	6	67	3.57E-06	47.8
IS91	lane122s000607_bin.1.p_NODE_1631_length_1947_cov_1.606417_1	22.5	204	144	10	5	199	30	228	2.34E-05	48.5
IS91	lane122s000607_bin.1.p_NODE_545_length_3790_cov_3.027202_1	28.1	96	69	0	223	318	6	101	2.76E-05	47.4
IS91	lane122s000540_bin.1.p_NODE_41_length_58075_cov_15.291648_61	32.3	124	65	6	232	339	70	190	4.92E-05	47.4
IS91	lane122s000540_bin.1.p_NODE_92_length_23446_cov_19.368266_19	27.3	187	115	10	157	328	4	184	9.99E-05	46.6
