seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
lane122s000601_bin.1.o_k141_486967-flag_1-multi_4.0000-len_3298	3298	No terminal repeats	6	11	0.8537	0.0331	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_219_length_4819_cov_1.618094	4819	No terminal repeats	7	11	0.8531	0.0332	0	0.0000	NA	NA
lane121s003977_shovill_contig00072	7876	No terminal repeats	8	11	0.8530	0.0333	0	1.3161	NA	NA
lane121s003976_shovill_contig00074	7876	No terminal repeats	8	11	0.8530	0.0334	0	1.3161	NA	NA
lane121s003962_megahit_k141_296-flag=1-multi=7.0000-len=3477	3477	No terminal repeats	4	11	0.8529	0.0336	0	0.8792	NA	NA
lane122s000601_bin.1.o_k141_335080-flag_1-multi_3.0000-len_3134	3134	No terminal repeats	3	11	0.8528	0.0337	0	1.8917	NA	NA
lane121s003962_megahit_k141_1269-flag=1-multi=5.0000-len=3559	3559	No terminal repeats	3	11	0.8524	0.0338	0	0.0000	NA	NA
lane121s003962_megahit_k141_1712-flag=1-multi=6.0000-len=6054	6054	No terminal repeats	7	11	0.8514	0.0339	0	0.4493	NA	NF038306
lane121s003962_megahit_k141_573-flag=1-multi=6.0000-len=3477	3477	No terminal repeats	3	11	0.8513	0.0340	0	0.4952	NA	NA
lane121s003962_megahit_k141_179-flag=1-multi=6.0000-len=3963	3963	No terminal repeats	4	11	0.8513	0.0341	0	0.4485	NA	NA
lane121s003996_shovill_contig00024	14199	No terminal repeats	18	11	0.8505	0.0342	0	0.6915	NA	NA
lane122s000602_bin.1.o_k141_205164-flag_0-multi_5.6610-len_3209	3209	No terminal repeats	5	11	0.8504	0.0344	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_446_length_2687_cov_2.170115	2687	No terminal repeats	4	11	0.8503	0.0345	0	0.0000	NA	NA
lane121s003955_bin.1.s_NODE_42_length_8903_cov_149.952413	8903	No terminal repeats	10	11	0.8497	0.0346	0	5.0976	NA	NA
lane122s000605_bin.2.o_k141_199342-flag_1-multi_4.0000-len_2735	2735	No terminal repeats	5	11	0.8493	0.0347	0	0.0000	NA	NA
lane821s003044_shovill_contig00074	13789	No terminal repeats	13	11	0.8491	0.0348	0	0.6957	NA	NA
lane121s003962_megahit_k141_609-flag=1-multi=5.0000-len=5273	5273	No terminal repeats	8	11	0.8486	0.0349	0	0.2300	NA	NA
lane121s003962_megahit_k141_330-flag=1-multi=5.0000-len=11116	11116	No terminal repeats	14	11	0.8484	0.0350	0	0.3027	NA	NF000496
lane121s003972_bin.2.s_NODE_101_length_5381_cov_2.331637	5381	No terminal repeats	7	11	0.8483	0.0352	0	0.7336	NA	NA
lane122s000536_megahit_k141_153-flag=0-multi=284.6850-len=10960	10960	No terminal repeats	10	11	0.8479	0.0353	0	1.0402	NA	NA
lane122s000605_bin.3.p_NODE_611_length_3173_cov_3.060078	3173	No terminal repeats	4	11	0.8478	0.0354	1	2.2272	NA	NA
lane121s003962_megahit_k141_611-flag=1-multi=3.0000-len=3578	3578	No terminal repeats	7	11	0.8474	0.0355	0	0.0000	NA	NA
lane122s000601_bin.1.o_k141_413026-flag_1-multi_4.0000-len_3764	3764	No terminal repeats	5	11	0.8468	0.0356	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_793273-flag_1-multi_8.0000-len_2863	2863	No terminal repeats	4	11	0.8468	0.0357	0	0.6979	NA	NA
lane122s000607_bin.1.p_NODE_387_length_4432_cov_2.752009	4432	No terminal repeats	6	11	0.8467	0.0359	0	0.0000	NA	NA
lane122s000601_bin.6.o_k141_657509-flag_1-multi_4.0000-len_2885	2885	No terminal repeats	6	11	0.8465	0.0360	0	0.9173	NA	NA
lane122s000605_bin.3.p_NODE_699_length_2902_cov_4.056637	2902	No terminal repeats	3	11	0.8452	0.0361	0	0.0000	NA	NA
lane121s003976_shovill_contig00081	3926	No terminal repeats	6	11	0.8450	0.0362	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_135_length_4749_cov_3.235659	4749	No terminal repeats	6	11	0.8448	0.0363	0	0.0000	NA	NA
lane121s003962_megahit_k141_1481-flag=1-multi=5.0000-len=4908	4908	No terminal repeats	6	11	0.8439	0.0364	0	0.7975	NA	NF033156
lane121s003958_shovill_contig00040	3889	No terminal repeats	1	11	0.8420	0.0366	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_550_length_2623_cov_0.995287	2623	No terminal repeats	5	11	0.8414	0.0367	0	0.0653	NA	NA
lane122s000607_bin.1.p_NODE_756_length_3173_cov_1.135336	3173	No terminal repeats	4	11	0.8405	0.0368	0	2.0899	NA	NA
lane122s000530_shovill_contig00037	3331	No terminal repeats	5	11	0.8404	0.0369	0	1.4448	NA	NA
lane122s000602_bin.1.o_k141_482693-flag_1-multi_4.0732-len_3461	3461	No terminal repeats	2	11	0.8398	0.0370	0	0.2260	NA	NF033085
lane122s000540_bin.1.p_NODE_44_length_53896_cov_16.951504	53896	No terminal repeats	50	11	0.8396	0.0372	0	1.5481	NA	NF033088
lane121s003962_megahit_k141_1593-flag=1-multi=4.0000-len=2829	2829	No terminal repeats	3	11	0.8393	0.0373	0	0.0000	NA	NA
lane121s003962_megahit_k141_446-flag=1-multi=5.9949-len=3074	3074	No terminal repeats	4	11	0.8378	0.0374	0	0.5986	NA	NA
lane122s000601_bin.7.o_k141_120372-flag_1-multi_4.0000-len_3637	3637	No terminal repeats	6	11	0.8375	0.0375	0	0.0000	NA	NA
lane121s003962_megahit_k141_1634-flag=1-multi=10.0000-len=9215	9215	No terminal repeats	8	11	0.8372	0.0377	0	0.9108	NA	NA
lane122s000602_bin.1.o_k141_671660-flag_0-multi_2.5381-len_7415	7415	No terminal repeats	8	11	0.8371	0.0378	0	0.1728	NA	NA
lane122s000605_bin.3.p_NODE_572_length_3285_cov_2.770574	3285	No terminal repeats	2	11	0.8365	0.0379	0	1.3878	NA	NA
lane122s000605_bin.3.p_NODE_798_length_2654_cov_1.659682	2654	No terminal repeats	6	11	0.8365	0.0380	0	0.5874	NA	NA
lane122s000602_bin.1.o_k141_249483-flag_0-multi_18.9367-len_3556	3556	No terminal repeats	4	11	0.8363	0.0381	0	1.8153	NA	NA
lane121s003962_megahit_k141_626-flag=1-multi=5.0000-len=4200	4200	No terminal repeats	6	11	0.8360	0.0383	0	0.0830	NA	NA
lane121s003962_megahit_k141_105-flag=1-multi=6.0000-len=6315	6315	No terminal repeats	5	11	0.8359	0.0384	0	0.2003	NA	NF000272
lane121s003972_bin.2.s_NODE_453_length_2664_cov_2.112099	2664	No terminal repeats	3	11	0.8359	0.0385	0	0.4062	NA	NA
lane121s003962_megahit_k141_881-flag=1-multi=4.0000-len=3144	3144	No terminal repeats	3	11	0.8354	0.0386	0	0.3605	NA	NA
lane122s000602_bin.1.o_k141_622656-flag_0-multi_7.9713-len_8284	8284	No terminal repeats	7	11	0.8351	0.0387	0	0.0000	NA	NA
lane121s003962_megahit_k141_1035-flag=1-multi=5.0000-len=5851	5851	No terminal repeats	4	11	0.8338	0.0389	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_384_length_3421_cov_2.029904	3421	No terminal repeats	4	11	0.8335	0.0390	0	1.6247	NA	NA
lane121s003962_megahit_k141_1646-flag=1-multi=4.0000-len=3139	3139	No terminal repeats	5	11	0.8333	0.0391	0	0.0000	NA	NA
lane121s003962_megahit_k141_1034-flag=1-multi=5.0000-len=5999	5999	No terminal repeats	8	11	0.8323	0.0392	0	1.5143	NA	NA
lane121s003972_bin.2.s_NODE_33_length_7405_cov_2.472298	7405	No terminal repeats	7	11	0.8316	0.0394	0	0.4877	NA	NA
lane122s000601_bin.7.o_k141_108593-flag_1-multi_2.0000-len_3890	3890	No terminal repeats	5	11	0.8316	0.0395	0	0.0000	NA	NA
lane121s003962_megahit_k141_1696-flag=1-multi=4.0000-len=3474	3474	No terminal repeats	4	11	0.8315	0.0396	0	0.5955	NA	NA
lane122s000605_bin.2.o_k141_517100-flag_0-multi_6.9943-len_12777	12777	No terminal repeats	11	11	0.8308	0.0397	0	0.6852	NA	NA
lane122s000606_bin.2.s_NODE_556_length_2592_cov_2.023062	2592	No terminal repeats	8	11	0.8299	0.0399	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_228_length_4676_cov_0.989128	4676	No terminal repeats	6	11	0.8297	0.0400	0	0.5573	NA	NA
lane122s000602_bin.1.o_k141_789439-flag_0-multi_5.9853-len_4212	4212	No terminal repeats	5	11	0.8295	0.0401	0	2.2235	T_virB11	NA
lane122s000601_bin.1.o_k141_210647-flag_1-multi_4.0000-len_2932	2932	No terminal repeats	6	11	0.8292	0.0402	0	1.5070	NA	NA
lane122s000601_bin.1.o_k141_515710-flag_1-multi_4.0000-len_4122	4122	No terminal repeats	5	11	0.8273	0.0404	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_332_length_4265_cov_2.697708	4265	No terminal repeats	6	11	0.8267	0.0405	0	0.8535	NA	NA
lane122s000605_bin.3.p_NODE_63_length_7518_cov_1.848004	7518	No terminal repeats	6	11	0.8266	0.0406	0	0.5278	NA	NA
lane122s000607_bin.1.p_NODE_938_length_2764_cov_2.415333	2764	No terminal repeats	4	11	0.8266	0.0407	0	0.0000	NA	NA
lane122s000601_bin.6.o_k141_106674-flag_1-multi_3.0000-len_2616	2616	No terminal repeats	4	11	0.8259	0.0409	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_333_length_3117_cov_2.508882	3117	No terminal repeats	3	11	0.8257	0.0410	0	0.0000	NA	NA
lane121s003962_megahit_k141_777-flag=1-multi=5.0000-len=9038	9038	No terminal repeats	9	11	0.8256	0.0411	0	0.6576	NA	NA
lane121s003962_megahit_k141_466-flag=1-multi=5.0000-len=5897	5897	No terminal repeats	4	11	0.8232	0.0412	0	0.4661	NA	NA
lane121s003962_megahit_k141_132-flag=1-multi=5.0000-len=4410	4410	No terminal repeats	7	11	0.8221	0.0414	3	1.2415	T_virB6;T_virB11;T_virB2;T_virB3	NA
lane121s003962_megahit_k141_160-flag=1-multi=6.0000-len=3531	3531	No terminal repeats	4	11	0.8219	0.0415	0	0.4464	NA	NA
lane122s000601_bin.9.p_NODE_145_length_2878_cov_1.580864	2878	No terminal repeats	2	11	0.8216	0.0416	0	0.0000	NA	NA
lane122s000531_bin.1.o_k141_44-flag_0-multi_138.7809-len_7698	7698	No terminal repeats	6	11	0.8212	0.0418	0	0.3264	NA	NA
lane121s003962_megahit_k141_1205-flag=1-multi=7.0000-len=12341	12341	No terminal repeats	10	11	0.8204	0.0419	0	0.1573	NA	NF000272
lane122s000600_bin.2.o_k141_499844-flag_1-multi_3.0000-len_3565	3565	No terminal repeats	5	11	0.8199	0.0420	0	0.6334	NA	NA
lane122s000606_bin.3.o_k141_613648-flag_1-multi_2.0000-len_2637	2637	No terminal repeats	4	11	0.8196	0.0422	0	0.3743	NA	NA
lane122s000601_bin.7.o_k141_331529-flag_1-multi_3.0000-len_5381	5381	No terminal repeats	5	11	0.8195	0.0423	0	1.4340	NA	NA
lane121s003962_megahit_k141_1708-flag=1-multi=5.0000-len=2593	2593	No terminal repeats	3	11	0.8187	0.0424	0	0.0000	NA	NA
lane122s000606_bin.1.o_k141_76176-flag_1-multi_3.0000-len_2543	2543	No terminal repeats	4	11	0.8181	0.0425	0	0.0000	NA	NA
lane122s000603_bin.3.o_k141_259659-flag_1-multi_4.0000-len_2754	2754	No terminal repeats	5	11	0.8180	0.0427	0	0.4802	NA	NA
lane122s000605_bin.2.o_k141_354605-flag_1-multi_9.0000-len_2860	2860	No terminal repeats	5	11	0.8178	0.0428	0	0.0000	NA	NA
lane122s000605_bin.2.o_k141_430748-flag_1-multi_8.0000-len_4469	4469	No terminal repeats	6	11	0.8178	0.0429	0	0.6431	NA	NA
lane121s003972_bin.2.s_NODE_330_length_3148_cov_2.878867	3148	No terminal repeats	4	11	0.8177	0.0431	0	0.8276	NA	NA
lane121s003972_bin.2.s_NODE_354_length_3054_cov_3.028216	3054	No terminal repeats	4	11	0.8175	0.0432	0	0.1439	NA	NA
lane122s000607_bin.1.p_NODE_937_length_2766_cov_1.972852	2766	No terminal repeats	6	11	0.8170	0.0433	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_325_length_3172_cov_2.497577	3172	No terminal repeats	3	11	0.8157	0.0435	0	0.1498	NA	NA
lane122s000605_bin.2.o_k141_151981-flag_0-multi_5.2723-len_4610	4610	No terminal repeats	11	11	0.8155	0.0436	0	0.0000	NA	NA
lane122s000532_bin.1.p_NODE_17_length_2814_cov_21.602484	2814	No terminal repeats	4	11	0.8154	0.0437	0	0.8089	NA	NA
lane122s000605_bin.3.p_NODE_539_length_3420_cov_2.344002	3420	No terminal repeats	7	11	0.8154	0.0439	0	1.2145	NA	NA
lane122s000605_bin.1.o_k141_189244-flag_1-multi_6.0000-len_3137	3137	No terminal repeats	7	11	0.8144	0.0440	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_616_length_3159_cov_1.729396	3159	No terminal repeats	6	11	0.8133	0.0441	0	0.0000	NA	NA
lane121s003962_megahit_k141_465-flag=0-multi=5.9914-len=7095	7095	No terminal repeats	13	11	0.8127	0.0442	0	0.2986	NA	NA
lane122s000601_bin.6.o_k141_642439-flag_1-multi_4.0000-len_3024	3024	No terminal repeats	4	11	0.8122	0.0444	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_317465-flag_0-multi_8.7730-len_4820	4820	No terminal repeats	6	11	0.8116	0.0445	0	0.3574	NA	NA
lane122s000605_bin.2.o_k141_167562-flag_0-multi_14.1575-len_3951	3951	No terminal repeats	7	11	0.8114	0.0446	0	1.3147	NA	NA
lane121s003962_megahit_k141_694-flag=1-multi=4.0000-len=3205	3205	No terminal repeats	4	11	0.8111	0.0448	0	0.7220	NA	NA
lane122s000601_bin.6.o_k141_475568-flag_1-multi_4.0000-len_2988	2988	No terminal repeats	4	11	0.8109	0.0449	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_749_length_2749_cov_1.562500	2749	No terminal repeats	6	11	0.8107	0.0450	0	0.0000	NA	NA
lane121s003962_megahit_k141_1344-flag=1-multi=5.9830-len=2959	2959	No terminal repeats	4	11	0.8107	0.0452	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_55_length_44762_cov_16.567036	44762	No terminal repeats	41	11	0.8107	0.0453	0	5.2703	NA	NF012174;NF033134;NF033476
lane121s003977_shovill_contig00086	2784	No terminal repeats	3	11	0.8097	0.0454	0	0.0000	NA	NA
lane122s000600_bin.4.o_k141_65462-flag_1-multi_3.0000-len_4112	4112	No terminal repeats	3	11	0.8090	0.0456	0	0.3254	NA	NA
lane121s003962_megahit_k141_1383-flag=1-multi=6.0000-len=3601	3601	No terminal repeats	5	11	0.8088	0.0457	0	0.8168	NA	NA
lane122s000606_bin.2.s_NODE_565_length_2574_cov_1.073688	2574	No terminal repeats	3	11	0.8087	0.0458	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_442972-flag_0-multi_3.6489-len_3556	3556	No terminal repeats	8	11	0.8079	0.0460	0	0.0000	NA	NA
lane121s003962_megahit_k141_1357-flag=1-multi=5.0000-len=6306	6306	No terminal repeats	6	11	0.8078	0.0461	0	0.3559	NA	NA
lane121s003962_megahit_k141_1001-flag=1-multi=4.0000-len=2835	2835	No terminal repeats	4	11	0.8076	0.0462	0	1.4001	NA	NA
lane121s003972_bin.2.s_NODE_383_length_2937_cov_2.004895	2937	No terminal repeats	3	11	0.8073	0.0464	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_144_length_4581_cov_2.632771	4581	No terminal repeats	7	11	0.8070	0.0465	0	0.0351	NA	NF000496
lane121s003962_megahit_k141_697-flag=1-multi=4.0000-len=2954	2954	No terminal repeats	3	11	0.8070	0.0466	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_328_length_4282_cov_1.028300	4282	No terminal repeats	7	11	0.8069	0.0468	0	1.2479	NA	NA
lane122s000523_bin.1.p_NODE_70_length_14606_cov_108.894556	14606	No terminal repeats	13	11	0.8058	0.0469	0	0.6957	NA	NA
lane122s000602_bin.1.o_k141_551009-flag_1-multi_6.6798-len_14855	14855	No terminal repeats	15	11	0.8054	0.0470	0	1.9582	NA	NF012178
lane122s000601_bin.7.o_k141_226267-flag_1-multi_3.0000-len_2738	2738	No terminal repeats	4	11	0.8052	0.0472	0	0.0000	NA	NA
lane122s000529_megahit_k141_256-flag=1-multi=10.0000-len=4933	4933	No terminal repeats	5	11	0.8047	0.0473	0	0.0000	NA	NA
lane821s003041_shovill_contig00039	9958	No terminal repeats	8	11	0.8041	0.0475	0	1.1463	NA	NA
lane121s003953_shovill_contig00039	9958	No terminal repeats	8	11	0.8041	0.0476	0	1.1463	NA	NA
lane122s000540_bin.1.p_NODE_106_length_18252_cov_17.254635	18252	No terminal repeats	19	11	0.8039	0.0477	0	3.5508	NA	NF033135;NF033145
lane122s000523_bin.1.p_NODE_92_length_5071_cov_111.993793	5071	No terminal repeats	6	11	0.8034	0.0479	0	0.0000	NA	NA
lane121s003995_shovill_contig00023	84602	No terminal repeats	83	11	0.8017	0.0480	0	4.0809	NA	NA
lane121s003972_bin.2.s_NODE_301_length_3307_cov_2.406192	3307	No terminal repeats	3	11	0.8004	0.0481	0	0.5276	NA	NA
lane821s003044_shovill_contig00053	33509	No terminal repeats	37	11	0.7998	0.0483	0	4.8567	NA	NF033135
lane121s003962_megahit_k141_575-flag=1-multi=5.0000-len=2580	2580	No terminal repeats	3	11	0.7994	0.0484	0	0.4052	NA	NA
lane121s003962_megahit_k141_842-flag=1-multi=6.0000-len=5557	5557	No terminal repeats	5	11	0.7986	0.0485	0	0.2856	NA	NA
lane122s000601_bin.1.o_k141_234757-flag_1-multi_3.0000-len_2736	2736	No terminal repeats	4	11	0.7983	0.0487	0	0.0000	NA	NA
lane122s000600_bin.2.o_k141_121092-flag_1-multi_3.0000-len_2758	2758	No terminal repeats	4	11	0.7973	0.0488	0	0.4367	NA	NF033105
lane122s000602_bin.1.o_k141_23154-flag_0-multi_10.0000-len_6336	6336	No terminal repeats	12	11	0.7969	0.0490	0	0.3073	NA	NA
lane122s000607_bin.1.p_NODE_204_length_5664_cov_3.862717	5664	No terminal repeats	6	11	0.7968	0.0491	0	2.7887	NA	NA
lane121s003952_megahit_k141_149-flag=0-multi=228.1996-len=13244	13244	No terminal repeats	9	11	0.7967	0.0492	0	0.1704	NA	NA
lane122s000602_bin.1.o_k141_453135-flag_0-multi_7.0381-len_17677	17677	No terminal repeats	19	11	0.7957	0.0494	0	3.6320	NA	NA
lane122s000602_bin.1.o_k141_414389-flag_1-multi_7.9089-len_16894	16894	No terminal repeats	17	11	0.7919	0.0495	0	0.9223	NA	NA
lane122s000606_bin.2.s_NODE_372_length_3462_cov_1.540030	3462	No terminal repeats	5	11	0.7918	0.0497	0	2.9421	NA	NA
lane122s000607_bin.1.p_NODE_293_length_4915_cov_3.902232	4915	No terminal repeats	7	11	0.7904	0.0498	1	2.1804	NA	NA
lane122s000606_bin.2.s_NODE_432_length_3191_cov_1.464355	3191	No terminal repeats	4	11	0.7900	0.0499	0	0.1263	NA	NA
lane121s003962_megahit_k141_751-flag=1-multi=5.0000-len=3756	3756	No terminal repeats	3	11	0.7871	0.0501	0	0.0000	NA	NA
lane121s003962_megahit_k141_874-flag=1-multi=5.0000-len=3288	3288	No terminal repeats	5	11	0.7869	0.0502	0	0.2630	NA	NA
lane122s000605_bin.3.p_NODE_846_length_2532_cov_1.899389	2532	No terminal repeats	5	11	0.7867	0.0504	0	1.0640	NA	NA
lane121s003972_bin.2.s_NODE_86_length_5681_cov_2.533726	5681	No terminal repeats	4	11	0.7864	0.0505	0	0.4490	NA	NA
lane122s000607_bin.1.p_NODE_222_length_5476_cov_1.987776	5476	No terminal repeats	5	11	0.7860	0.0507	0	0.0000	NA	NA
lane121s003980_megahit_k141_102-flag=0-multi=177.4879-len=8437	8437	No terminal repeats	8	11	0.7852	0.0508	0	2.2076	NA	NF000402
lane121s003962_megahit_k141_1401-flag=1-multi=5.0000-len=3982	3982	No terminal repeats	4	11	0.7849	0.0510	0	1.3824	NA	NA
lane122s000520_bin.1.p_NODE_77_length_13890_cov_7.880041	13890	No terminal repeats	15	11	0.7844	0.0511	0	0.5035	NA	NA
lane122s000602_bin.1.o_k141_717100-flag_0-multi_7.9770-len_3793	3793	No terminal repeats	8	11	0.7838	0.0512	0	0.7645	NA	NA
lane122s000606_bin.1.o_k141_60565-flag_1-multi_3.0000-len_5782	5782	No terminal repeats	8	11	0.7833	0.0514	0	0.0000	NA	NA
lane122s000529_megahit_k141_172-flag=1-multi=7.0000-len=7251	7251	No terminal repeats	11	11	0.7830	0.0515	0	1.2903	NA	NA
lane122s000606_bin.2.s_NODE_509_length_2772_cov_0.402597	2772	No terminal repeats	2	11	0.7823	0.0517	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_261_length_3567_cov_2.710602	3567	No terminal repeats	3	11	0.7820	0.0518	0	0.2767	NA	NA
lane121s003962_megahit_k141_1692-flag=1-multi=6.0000-len=12445	12445	No terminal repeats	14	11	0.7811	0.0520	0	0.2222	NA	NA
lane122s000603_bin.2.s_NODE_203_length_6484_cov_2.048853	6484	No terminal repeats	6	11	0.7799	0.0521	0	0.2005	NA	NA
lane122s000602_bin.1.o_k141_179197-flag_1-multi_7.0000-len_3156	3156	No terminal repeats	8	11	0.7798	0.0523	0	0.6457	NA	NA
lane121s003952_megahit_k141_10-flag=0-multi=352.9883-len=8515	8515	No terminal repeats	9	11	0.7797	0.0524	0	1.4021	NA	NA
lane121s003972_bin.2.s_NODE_123_length_5047_cov_3.284105	5047	No terminal repeats	5	11	0.7792	0.0526	0	0.0000	NA	NA
lane122s000600_bin.2.o_k141_405515-flag_1-multi_4.0000-len_5364	5364	No terminal repeats	5	11	0.7791	0.0527	0	0.5006	NA	NA
lane821s003037_bin.1.p_NODE_34_length_18167_cov_15.432836	18167	No terminal repeats	16	11	0.7786	0.0529	0	0.9497	NA	NF000098;NF000496
lane121s003972_bin.2.s_NODE_423_length_2769_cov_2.081352	2769	No terminal repeats	4	11	0.7782	0.0530	0	0.0000	NA	NA
lane122s000601_bin.1.o_k141_590344-flag_1-multi_5.0000-len_4243	4243	No terminal repeats	5	11	0.7779	0.0532	0	0.0000	NA	NA
lane821s003035_bin.1.p_NODE_53_length_3836_cov_152.652567	3836	No terminal repeats	4	11	0.7774	0.0533	0	0.5400	NA	NA
lane121s003962_megahit_k141_91-flag=1-multi=6.0000-len=5147	5147	No terminal repeats	8	11	0.7765	0.0535	0	0.0496	NA	NA
lane122s000520_bin.1.p_NODE_83_length_12327_cov_28.259837	12327	No terminal repeats	15	11	0.7763	0.0536	0	2.7939	NA	NA
lane122s000601_bin.6.o_k141_254565-flag_1-multi_4.0000-len_5196	5196	No terminal repeats	8	11	0.7758	0.0538	0	2.3870	NA	NA
lane121s003962_megahit_k141_581-flag=1-multi=5.0000-len=3844	3844	No terminal repeats	5	11	0.7755	0.0539	0	0.0000	NA	NA
lane122s000606_bin.1.o_k141_557764-flag_1-multi_3.0000-len_3642	3642	No terminal repeats	3	11	0.7753	0.0540	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_166446-flag_0-multi_4.8492-len_3734	3734	No terminal repeats	4	11	0.7749	0.0542	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_647_length_3433_cov_1.253576	3433	No terminal repeats	7	11	0.7739	0.0543	0	0.0000	NA	NA
lane121s003962_megahit_k141_148-flag=1-multi=5.0000-len=3988	3988	No terminal repeats	4	11	0.7733	0.0545	0	0.0000	NA	NA
lane121s003962_megahit_k141_1701-flag=1-multi=4.0000-len=3142	3142	No terminal repeats	6	11	0.7730	0.0546	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_79885-flag_1-multi_8.7560-len_2993	2993	No terminal repeats	6	11	0.7727	0.0548	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_640108-flag_0-multi_9.2541-len_31384	31384	No terminal repeats	27	11	0.7725	0.0549	0	3.9003	NA	NA
lane122s000600_bin.2.o_k141_227735-flag_1-multi_4.0000-len_3433	3433	No terminal repeats	4	11	0.7719	0.0551	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_63_length_8069_cov_1.268143	8069	No terminal repeats	4	11	0.7712	0.0552	0	0.0000	NA	NA
lane122s000606_bin.3.o_k141_22126-flag_1-multi_5.0000-len_8004	8004	No terminal repeats	12	11	0.7707	0.0554	0	2.5844	NA	NA
lane122s000602_bin.1.o_k141_177296-flag_0-multi_6.0000-len_5238	5238	No terminal repeats	6	11	0.7702	0.0555	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_271_length_4219_cov_1.547803	4219	No terminal repeats	5	11	0.7698	0.0557	0	0.3867	NA	NA
lane122s000602_bin.1.o_k141_586260-flag_0-multi_5.1014-len_3938	3938	No terminal repeats	4	11	0.7695	0.0558	0	1.8428	NA	NA
lane121s003972_bin.2.s_NODE_305_length_3282_cov_3.521685	3282	No terminal repeats	3	11	0.7693	0.0560	0	0.3139	NA	NA
lane122s000601_bin.7.o_k141_106437-flag_1-multi_4.0000-len_3059	3059	No terminal repeats	7	11	0.7684	0.0561	0	0.8649	NA	NA
lane122s000602_bin.1.o_k141_398510-flag_0-multi_9.7253-len_33082	33082	No terminal repeats	24	11	0.7678	0.0563	0	2.0016	NA	NA
lane121s003972_bin.2.s_NODE_502_length_2514_cov_2.377513	2514	No terminal repeats	4	11	0.7676	0.0564	0	0.2496	NA	NA
lane122s000524_shovill_contig00021	31125	No terminal repeats	28	11	0.7666	0.0566	0	0.0319	NA	NF033105
lane121s003962_megahit_k141_1225-flag=1-multi=6.0000-len=7331	7331	No terminal repeats	4	11	0.7652	0.0568	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_109754-flag_0-multi_3.8785-len_5674	5674	No terminal repeats	6	11	0.7648	0.0569	0	0.6275	NA	NA
lane121s003962_megahit_k141_825-flag=1-multi=6.0000-len=3226	3226	No terminal repeats	3	11	0.7636	0.0571	0	0.0000	NA	NA
lane122s000601_bin.1.o_k141_7607-flag_1-multi_4.0000-len_5298	5298	No terminal repeats	6	11	0.7635	0.0572	0	2.1136	NA	NA
lane121s003976_shovill_contig00068	13804	No terminal repeats	11	11	0.7621	0.0574	0	1.9842	NA	NA
lane121s003962_megahit_k141_57-flag=1-multi=5.0000-len=3605	3605	No terminal repeats	5	11	0.7621	0.0575	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_188411-flag_0-multi_7.0000-len_7608	7608	No terminal repeats	8	11	0.7617	0.0577	0	0.9980	NA	NA
lane121s003976_shovill_contig00080	4228	No terminal repeats	3	11	0.7607	0.0578	0	0.0000	NA	NA
lane121s003977_shovill_contig00078	4228	No terminal repeats	3	11	0.7607	0.0580	0	0.0000	NA	NA
lane122s000519_bin.1.s_NODE_82_length_4870_cov_6.174421	4870	No terminal repeats	6	11	0.7603	0.0581	0	0.8147	NA	NF033135
lane122s000601_bin.1.o_k141_52643-flag_1-multi_6.0000-len_4352	4352	No terminal repeats	7	11	0.7596	0.0583	0	0.9117	NA	NA
lane121s003972_bin.2.s_NODE_229_length_3798_cov_2.873690	3798	No terminal repeats	3	11	0.7591	0.0584	0	0.5661	NA	NA
lane121s003972_shovill_contig00012	14951	No terminal repeats	3	11	0.7588	0.0586	0	0.4786	NA	NA
lane122s000602_bin.1.o_k141_429697-flag_0-multi_3.0515-len_2974	2974	No terminal repeats	3	11	0.7570	0.0588	0	1.6077	NA	NA
